x_width_px,x_width_um,std_area_fraction,cv_area_fraction,n_windows,cv_uncertainty,dcv_dx_per_um
1.0,0.05555555555555555,0.16361462637857024,0.3267971760200371,2048,0.00510620587531308,-0.031067013432555145
53.48717948717949,2.9715099715099713,0.11827607090159149,0.23620718101086277,155,0.013415666378925807,-0.030980968782005344
105.97435897435898,5.887464387464387,0.07294225534044561,0.14611899055916833,76,0.011851815151350382,-0.017928340554996033
158.46153846153845,8.803418803418802,0.06593528208061228,0.1316507333867121,49,0.01329873233227519,-0.006857961005912152
210.94871794871796,11.71937321937322,0.05333362349517416,0.10612398719990287,36,0.01250683183260095,-0.005908577409621453
263.43589743589746,14.635327635327636,0.0488965779619534,0.09719244860752373,29,0.012761993727555848,-0.0036346077816212293
315.9230769230769,17.55128205128205,0.042651857636558516,0.08492728597774145,23,0.012521845175484565,-0.002531140447278417
368.4102564102564,20.467236467236464,0.04137131146683383,0.08243106827823905,20,0.013033496286004484,-0.002817105949209645
420.8974358974359,23.38319088319088,0.03450538506032058,0.0684981809121228,17,0.011747341111264666,-0.003102563536170916
473.3846153846154,26.299145299145298,0.03234403986112258,0.06433720059008559,15,0.01174631201664152,-0.0033365759093118424
525.8717948717949,29.215099715099715,0.024662777488694745,0.04903957439827283,13,0.009617451799810705,-0.0023588521201998117
578.3589743589744,32.13105413105413,0.025505178594976495,0.05058059007712542,12,0.010324719714819944,-0.0003212993197052247
630.8461538461538,35.047008547008545,0.023722949740869137,0.04716578605799763,10,0.010546590383789453,-0.0005672230800291399
683.3333333333334,37.96296296296296,0.023700821069480914,0.04727259678704095,9,0.011142257917471353,-0.002208442243831458
735.8205128205128,40.87891737891738,0.017178145876998653,0.03428635223143638,9,0.008081370721666394,-0.004281116903030874
788.3076923076924,43.794871794871796,0.011133509380740298,0.022305513309821008,8,0.005576378327455252,-1.676783836600769e-05
840.7948717948718,46.71082621082621,0.017084278383100563,0.03418856372677764,7,0.009137278000820656,0.0013520450696481072
893.2820512820513,49.62678062678062,0.015165781275377918,0.030190516892640636,7,0.008068755038705164,-0.0007425094223541227
945.7692307692308,52.542735042735046,0.0148389125987099,0.029858316468775126,6,0.008619353525398178,0.0003957936941062874
998.2564102564103,55.458689458689456,0.016188030175229243,0.0324987496329129,6,0.009381580924444258,-0.0005947206819348506
1050.7435897435898,58.37464387464388,0.013084141776141738,0.026389959671280383,5,0.008345237992123443,-0.0026638652275729293
1103.2307692307693,61.29059829059829,0.008344888729567268,0.016963330485215516,5,0.005364276103545025,-0.002458897930324379
1155.7179487179487,64.2065527065527,0.005945037353360028,0.012049891114659317,5,0.0038105101479348606,-0.0013080166339071815
1208.2051282051282,67.12250712250712,0.004604887460424902,0.009335096725648574,4,0.003300455098869221,-0.0007189298452421953
1260.6923076923076,70.03846153846153,0.003914772374337285,0.007857157800668507,4,0.0027779247808527403,-0.0005032869130053262
1313.1794871794873,72.95441595441595,0.003173236748718868,0.00639997333270868,4,0.0022627322714856876,0.0016164813802675118
1365.6666666666667,75.87037037037037,0.008623337708107059,0.01728432983886679,3,0.007056298108530905,0.0025148817395879482
1418.1538461538462,78.78632478632478,0.010483466664490472,0.021066534361017884,3,0.00860037663888378,0.00026284695698265866
1470.6410256410256,81.7022792022792,0.009410598073906325,0.01881722932873432,3,0.007682101704722251,0.000566951013993169
1523.128205128205,84.61823361823362,0.012183474354277276,0.024372940986784317,3,0.009950211491431316,-0.0002501131387099343
1575.6153846153848,87.53418803418803,0.008709809503532069,0.017358592306115413,3,0.007086615633830784,-0.00013305240771080157
1628.1025641025642,90.45014245014245,0.011816785448664206,0.023596991475148956,3,0.009633431429819912,0.001124497153623072
1680.5897435897436,93.36609686609687,0.011976625683996989,0.023916557187786153,2,0.011958278593893076,-0.00024329109409527072
1733.076923076923,96.28205128205128,0.01108663400416765,0.022178139994769985,2,0.011089069997384992,-0.0015586270770216143
1785.5641025641025,99.19800569800569,0.007429695967143907,0.014826786171651599,2,0.0074133930858257995,-0.0009017936126587719
1838.0512820512822,102.11396011396012,0.008465169332559253,0.016918961860546408,2,0.008459480930273204,0.00012532359073920418
1890.5384615384617,105.02991452991454,0.007853625824598781,0.015557661927330112,2,0.007778830963665056,-0.001355287611664683
1943.025641025641,107.94586894586894,0.004509209522324614,0.009015048068302558,2,0.004507524034151279,-0.0019987120174029633
1995.5128205128206,110.86182336182335,0.0019489380906585196,0.0039013556605954833,2,0.0019506778302977416,
2048.0,113.77777777777777,0.0,,1,,
